Gene stable ID	Gene name	Chromosome/scaffold name
WBGene00005823	srw-76	V
WBGene00005824	srw-77	V
WBGene00005825	srw-78	V
WBGene00005826	srw-79	II
WBGene00005827	srw-80	V
WBGene00005828	srw-81	V
WBGene00005829	srw-82	V
WBGene00005830	srw-83	V
WBGene00005831	srw-84	V
WBGene00005832	srw-85	V
WBGene00005833	srw-86	V
WBGene00005834	srw-87	V
WBGene00005835	srw-88	I
WBGene00005836	srw-89	V
WBGene00005837	srw-90	V
WBGene00005838	srw-91	V
WBGene00005839	srw-92	I
WBGene00005840	srw-93	I
WBGene00005841	srw-94	IV
WBGene00005842	srw-95	IV
WBGene00005843	srw-96	V
WBGene00005844	srw-97	II
WBGene00005845	srw-98	V
WBGene00005846	srw-99	V
WBGene00005847	srw-100	V
WBGene00005848	srw-101	V
WBGene00005849	srw-102	V
WBGene00005850	srw-103	V
WBGene00005851	srw-104	V
WBGene00005852	srw-105	V
WBGene00005853	srw-106	V
WBGene00005854	srw-107	V
WBGene00005855	srw-108	V
WBGene00005856	srw-109	V
WBGene00005857	srw-110	V
WBGene00005858	srw-111	I
WBGene00005859	srw-112	V
WBGene00005860	srw-113	V
WBGene00005861	srw-114	V
WBGene00005862	srw-115	V
WBGene00005863	srw-116	V
WBGene00005864	srw-117	V
WBGene00005865	srw-118	V
WBGene00005866	srw-119	V
WBGene00005867	srw-120	V
WBGene00005868	srw-121	V
WBGene00005869	srw-122	V
WBGene00005870	srw-123	V
WBGene00005871	srw-124	V
WBGene00005872	srw-125	V
WBGene00005873	srw-126	V
WBGene00005874	srw-127	V
WBGene00005875	srw-128	V
WBGene00005876	srw-129	V
WBGene00005877	srw-130	V
WBGene00005878	srw-131	V
WBGene00005879	srw-132	V
WBGene00005880	srw-133	V
WBGene00005881	srw-134	V
WBGene00005882	srw-135	V
WBGene00005883	srw-136	V
WBGene00005884	srw-137	V
WBGene00005885	srw-138	V
WBGene00005886	srw-139	V
WBGene00005887	srw-140	V
WBGene00005888	srw-141	V
WBGene00005889	srw-142	V
WBGene00005890	srw-143	V
WBGene00005891	srw-144	V
WBGene00005892	srx-1	V
WBGene00005893	srx-2	V
WBGene00005894	srx-3	V
WBGene00005895	srx-4	V
WBGene00005896	srx-5	V
WBGene00005897	srx-6	V
WBGene00005898	srx-7	V
WBGene00005899	srx-8	V
WBGene00005900	srx-9	V
WBGene00005901	srx-10	V
WBGene00005902	srx-11	V
WBGene00005903	srx-12	IV
WBGene00005904	srx-13	IV
WBGene00005905	srx-14	IV
WBGene00005906	srx-15	IV
WBGene00005907	srx-16	V
WBGene00005908	srx-17	V
WBGene00005909	srx-18	V
WBGene00005910	srx-19	IV
WBGene00005911	srx-20	IV
WBGene00005912	srx-21	V
WBGene00005913	srx-22	V
WBGene00005914	srx-23	V
WBGene00005915	srx-24	V
WBGene00005916	srx-25	V
WBGene00005917	srx-26	V
WBGene00005918	srx-27	V
WBGene00005919	srx-28	V
WBGene00005920	srx-29	V
WBGene00005921	srx-30	V
WBGene00005922	srx-31	V
WBGene00005923	srx-32	V
WBGene00005924	srx-33	V
WBGene00005925	srx-34	V
WBGene00005926	srx-35	V
WBGene00005927	srx-36	V
WBGene00005928	srx-37	V
WBGene00005929	srx-38	V
WBGene00005930	srx-39	V
WBGene00005931	fbxa-199	V
WBGene00005932	srx-41	V
WBGene00005933	srx-42	V
WBGene00005934	srx-43	V
WBGene00005935	srx-44	V
WBGene00005936	srx-45	III
WBGene00005937	srx-46	V
WBGene00005938	srx-47	V
WBGene00005939	srx-48	V
WBGene00005940	srx-49	V
WBGene00005941	srx-50	IV
WBGene00005942	srx-51	V
WBGene00005943	srx-52	V
WBGene00005944	srx-53	V
WBGene00005945	srx-54	V
WBGene00005946	srx-55	V
WBGene00005947	srx-56	V
WBGene00005948	srx-57	V
WBGene00005949	srx-58	V
WBGene00005950	srx-59	V
WBGene00005951	srx-60	V
WBGene00005952	srx-61	V
WBGene00005953	srx-62	V
WBGene00005954	srx-63	V
WBGene00005955	srx-64	V
WBGene00005956	srx-65	V
WBGene00005957	srx-66	V
WBGene00005958	srx-67	V
WBGene00005959	srx-68	V
WBGene00005960	srx-69	V
WBGene00005961	srx-70	V
WBGene00005962	srx-71	V
WBGene00005963	srx-72	V
WBGene00005964	srx-73	V
WBGene00005965	srx-74	V
WBGene00005966	srx-75	V
WBGene00005967	srx-76	V
WBGene00005968	srx-77	V
WBGene00005969	srx-78	V
WBGene00005970	srx-79	V
WBGene00005971	srx-80	V
WBGene00005972	srx-81	V
WBGene00005973	srx-82	V
WBGene00005974	srx-83	V
WBGene00005975	srx-84	V
WBGene00005976	srx-85	V
WBGene00005977	srx-86	V
WBGene00005978	srx-87	V
WBGene00005979	srx-88	V
WBGene00005980	srx-89	V
WBGene00005981	srx-90	V
WBGene00005982	srx-91	V
WBGene00005983	srx-92	V
WBGene00005984	srx-93	V
WBGene00005985	srx-94	V
WBGene00005986	srx-95	II
WBGene00005987	srx-96	V
WBGene00005988	srx-97	II
WBGene00005989	srx-98	II
WBGene00005990	srx-99	II
WBGene00005991	srx-100	II
WBGene00005992	srx-101	II
WBGene00005993	srx-102	II
WBGene00005994	srx-103	II
WBGene00005995	srx-104	II
WBGene00005996	srx-105	II
WBGene00005997	srx-106	II
WBGene00005998	srx-107	II
WBGene00005999	srx-108	II
WBGene00006000	srx-109	II
WBGene00006001	srx-110	II
WBGene00006002	srx-111	II
WBGene00006003	srx-112	II
WBGene00006004	srx-113	V
WBGene00006005	srx-114	II
WBGene00006006	srx-115	V
WBGene00006007	srx-116	V
WBGene00006008	srx-117	V
WBGene00006009	srx-118	II
WBGene00006010	srx-119	II
WBGene00006011	srx-120	II
WBGene00006012	srx-121	V
WBGene00006013	srx-122	V
WBGene00006014	srx-123	V
WBGene00006015	srx-124	V
WBGene00006016	srx-125	V
WBGene00006017	srx-126	V
WBGene00006018	srx-127	V
WBGene00006019	srx-128	V
WBGene00006020	srx-129	V
WBGene00006021	srx-130	V
WBGene00006022	srx-131	V
WBGene00006023	srx-132	V
WBGene00006024	srx-133	V
WBGene00006025	srx-134	V
WBGene00006026	srx-135	V
WBGene00006027	srx-136	V
WBGene00006028	srx-137	V
WBGene00006029	srx-138	V
WBGene00006038	ssp-9	IV
WBGene00006039	ssp-10	IV
WBGene00006040	ssp-11	IV
WBGene00006044	ssp-16	I
WBGene00006047	ssp-19	I
WBGene00006048	ssp-31	I
WBGene00006049	ssp-32	IV
WBGene00006050	ssq-1	IV
WBGene00006051	ssq-2	IV
WBGene00006052	ssq-3	IV
WBGene00006053	ssq-4	IV
WBGene00006055	ssr-2	X
WBGene00006056	sss-1	IV
WBGene00006057	sss-2	V
WBGene00006058	sst-20	I
WBGene00006059	stc-1	II
WBGene00006060	sth-1	V
WBGene00006061	stl-1	I
WBGene00006062	stn-1	I
WBGene00006063	sto-1	X
WBGene00006064	sto-2	X
WBGene00006065	sto-3	X
WBGene00006066	sto-4	X
WBGene00006067	sto-5	X
WBGene00006068	sto-6	X
WBGene00006069	str-1	IV
WBGene00006070	str-2	V
WBGene00006071	str-3	IV
WBGene00006072	str-4	V
WBGene00006073	str-5	V
WBGene00006074	str-6	V
WBGene00006075	str-7	V
WBGene00006076	str-8	V
WBGene00006077	str-9	V
WBGene00006078	str-10	X
WBGene00006079	str-11	IV
WBGene00006080	str-12	V
WBGene00006081	str-13	V
WBGene00006082	str-14	V
WBGene00006083	str-15	V
WBGene00006084	str-16	V
WBGene00006085	str-18	V
WBGene00006086	str-19	V
WBGene00006087	str-20	V
WBGene00006088	str-21	II
WBGene00006089	str-22	II
WBGene00006090	str-23	V
WBGene00006091	str-24	V
WBGene00006092	str-25	V
WBGene00006093	str-27	V
WBGene00006094	str-28	V
WBGene00006095	str-29	V
WBGene00006096	str-30	V
WBGene00006097	str-31	V
WBGene00006098	str-32	V
WBGene00006099	str-33	V
WBGene00006100	str-34	V
WBGene00006101	str-35	V
WBGene00006102	str-37	V
WBGene00006103	str-38	V
WBGene00006104	str-39	V
WBGene00006105	str-40	V
WBGene00006106	str-41	V
WBGene00006107	str-42	V
WBGene00006108	str-43	V
WBGene00006109	str-44	IV
WBGene00006110	str-45	V
WBGene00006111	str-46	V
WBGene00006112	str-47	V
WBGene00006113	str-48	IV
WBGene00006114	str-49	IV
WBGene00006115	str-50	IV
WBGene00006116	str-51	IV
WBGene00006117	str-52	V
WBGene00006118	str-53	V
WBGene00006119	str-54	V
WBGene00006120	str-55	V
WBGene00006121	str-56	V
WBGene00006122	str-57	V
WBGene00006123	str-58	V
WBGene00006124	str-60	V
WBGene00006125	str-61	V
WBGene00006126	str-63	V
WBGene00006127	str-64	V
WBGene00006128	str-66	V
WBGene00006129	str-67	V
WBGene00006130	str-68	V
WBGene00006131	str-69	V
WBGene00006132	str-70	V
WBGene00006133	str-71	V
WBGene00006134	str-73	V
WBGene00006135	str-74	X
WBGene00006136	str-76	V
WBGene00006137	str-77	V
WBGene00006138	str-78	IV
WBGene00006139	str-79	X
WBGene00006140	str-81	V
WBGene00006141	str-82	V
WBGene00006142	str-83	V
WBGene00006143	str-84	V
WBGene00006144	str-85	V
WBGene00006145	str-86	V
WBGene00006146	str-87	V
WBGene00006147	str-88	V
WBGene00006148	str-89	V
WBGene00006149	str-90	V
WBGene00006150	str-92	V
WBGene00006151	str-93	V
WBGene00006152	str-94	V
WBGene00006153	str-96	V
WBGene00006154	str-97	V
WBGene00006155	str-99	V
WBGene00006156	str-101	V
WBGene00006157	str-102	V
WBGene00006158	str-103	V
WBGene00006159	str-106	V
WBGene00006160	str-108	V
WBGene00006161	str-109	V
WBGene00006162	str-111	V
WBGene00006163	str-112	V
WBGene00006164	str-113	V
WBGene00006165	str-114	V
WBGene00006166	str-115	V
WBGene00006167	str-116	V
WBGene00006168	str-117	V
WBGene00006169	str-118	V
WBGene00006170	str-119	V
WBGene00006171	str-120	V
WBGene00006172	str-121	V
WBGene00006173	str-122	IV
WBGene00006174	str-123	X
WBGene00006175	str-124	X
WBGene00006176	str-125	V
WBGene00006177	str-128	V
WBGene00006178	str-129	V
WBGene00006179	str-130	V
WBGene00006180	str-131	V
WBGene00006181	str-133	V
WBGene00006182	str-134	V
WBGene00006183	str-135	V
WBGene00006184	str-136	V
WBGene00006185	str-137	V
WBGene00006186	str-139	V
WBGene00006187	str-138	V
WBGene00006188	str-140	V
WBGene00006189	str-141	V
WBGene00006190	str-143	V
WBGene00006191	str-144	V
WBGene00006192	str-145	V
WBGene00006193	str-146	V
WBGene00006194	str-147	V
WBGene00006195	str-148	II
WBGene00006196	str-149	V
WBGene00006197	str-150	V
WBGene00006198	str-151	V
WBGene00006199	str-153	IV
WBGene00006200	str-154	V
WBGene00006201	str-155	IV
WBGene00006202	str-156	IV
WBGene00006203	str-158	IV
WBGene00006204	str-159	IV
WBGene00006205	str-160	V
WBGene00006206	str-161	IV
WBGene00006207	str-162	IV
WBGene00006208	str-163	IV
WBGene00006209	str-164	IV
WBGene00006210	str-165	V
WBGene00006211	str-166	IV
WBGene00006212	str-168	IV
WBGene00006213	str-169	IV
WBGene00006214	str-170	IV
WBGene00006215	str-171	V
WBGene00006216	str-172	IV
WBGene00006217	str-173	IV
WBGene00006218	str-174	IV
WBGene00006219	str-175	IV
WBGene00006220	str-176	IV
WBGene00006221	str-177	V
WBGene00006222	str-178	V
WBGene00006223	str-179	II
WBGene00006224	str-180	V
WBGene00006225	str-181	V
WBGene00006226	str-182	V
WBGene00006227	str-183	V
WBGene00006228	str-185	IV
WBGene00006229	str-187	IV
WBGene00006230	str-188	V
WBGene00006231	str-190	V
WBGene00006232	str-193	V
WBGene00006233	str-196	V
WBGene00006234	str-198	V
WBGene00006235	str-199	V
WBGene00006236	str-200	V
WBGene00006237	str-204	V
WBGene00006238	str-205	V
WBGene00006239	str-206	V
WBGene00006240	str-207	V
WBGene00006241	str-208	V
WBGene00006242	str-209	V
WBGene00006243	str-210	V
WBGene00006244	str-211	V
WBGene00006245	str-212	V
WBGene00006246	str-213	V
WBGene00006247	str-214	V
WBGene00006248	str-216	V
WBGene00006249	str-217	V
WBGene00006250	str-219	IV
WBGene00006251	str-220	IV
WBGene00006252	str-221	V
WBGene00006253	str-222	V
WBGene00006254	str-223	II
WBGene00006255	str-224	V
WBGene00006256	str-225	V
WBGene00006257	str-226	V
WBGene00006258	str-227	V
WBGene00006259	str-228	V
WBGene00006260	str-229	V
WBGene00006261	str-230	V
WBGene00006262	str-231	V
WBGene00006263	str-232	V
WBGene00006264	str-233	V
WBGene00006265	str-236	V
WBGene00006266	str-238	V
WBGene00006267	str-239	V
WBGene00006268	str-240	V
WBGene00006269	str-242	V
WBGene00006270	str-243	V
WBGene00006271	str-244	V
WBGene00006272	str-245	I
WBGene00006273	str-246	III
WBGene00006274	str-247	V
WBGene00006275	str-248	V
WBGene00006276	str-249	IV
WBGene00006277	str-250	V
WBGene00006278	str-252	V
WBGene00006279	str-253	V
WBGene00006280	str-254	V
WBGene00006281	str-255	V
WBGene00006282	str-256	V
WBGene00006283	str-257	V
WBGene00006284	str-258	V
WBGene00006285	str-259	V
WBGene00006286	str-260	V
WBGene00006287	str-261	III
WBGene00006288	str-262	V
WBGene00006289	str-263	V
WBGene00006306	sue-1	I
WBGene00006307	suf-1	II
WBGene00006308	sul-1	X
WBGene00006309	sul-2	V
WBGene00006310	sul-3	X
WBGene00006311	sun-1	V
WBGene00006314	sup-5	III
WBGene00006315	sup-6	II
WBGene00006316	sup-7	X
WBGene00006318	sup-9	II
WBGene00006319	sup-10	X
WBGene00006321	sup-12	X
WBGene00006324	sup-17	I
WBGene00006327	sup-21	X
WBGene00006330	sup-24	IV
WBGene00006331	sup-26	III
WBGene00006333	sup-28	X
WBGene00006334	sup-29	IV
WBGene00006338	sup-33	X
WBGene00006342	sup-37	V
WBGene00006344	sup-39	II
WBGene00006349	sur-2	I
WBGene00006351	sur-5	X
WBGene00006352	sur-6	I
WBGene00006353	sur-7	X
WBGene00006359	swp-1	III
WBGene00006363	syd-1	II
WBGene00006364	syd-2	X
WBGene00006365	syg-1	X
WBGene00006366	sym-1	X
WBGene00006367	sym-2	II
WBGene00006368	sym-3	X
WBGene00006369	sym-4	X
WBGene00006371	syx-3	X
WBGene00006372	syx-2	X
WBGene00006373	syx-5	V
WBGene00006374	syx-4	IV
WBGene00006375	syp-1	V
WBGene00006376	syp-2	V
WBGene00006377	syp-3	I
WBGene00006379	sys-1	I
WBGene00006380	tab-1	II
WBGene00006381	tac-1	II
WBGene00006382	taf-1	I
WBGene00006383	taf-2	IV
WBGene00006384	taf-3	X
WBGene00006385	taf-4	I
WBGene00006386	taf-5	I
WBGene00006387	taf-6.1	II
WBGene00006388	taf-7.1	X
WBGene00006389	taf-7.2	III
WBGene00006390	taf-8	II
WBGene00006391	taf-9	III
WBGene00006392	taf-10	V
WBGene00006393	taf-11.1	X
WBGene00006394	taf-11.2	I
WBGene00006395	taf-11.3	III
WBGene00006396	taf-12	III
WBGene00006397	taf-13	II
WBGene00006399	tag-4	I
WBGene00006402	fut-3	II
WBGene00006404	tag-10	II
WBGene00006405	itsn-1	IV
WBGene00006406	srgp-1	IV
WBGene00006407	lim-9	I
WBGene00006408	tag-18	X
WBGene00006409	hdl-2	IV
WBGene00006410	nck-1	X
WBGene00006411	octr-1	X
WBGene00006412	nlg-1	X
WBGene00006414	raga-1	II
WBGene00006415	tag-30	IV
WBGene00006416	sams-5	IV
WBGene00006418	spl-2	V
WBGene00006419	oac-39	V
WBGene00006423	asd-2	I
WBGene00006424	ctbp-1	X
WBGene00006428	tkr-3	IV
WBGene00006429	arrd-3	II
WBGene00006430	tag-51	III
WBGene00006431	tag-52	X
WBGene00006432	atrn-1	X
WBGene00006433	sdhb-1	II
WBGene00006434	prdx-2	II
WBGene00006435	stdh-4	V
WBGene00006436	ttn-1	V
WBGene00006437	mrck-1	V
WBGene00006438	nrfl-1	IV
WBGene00006439	ant-1.1	III
WBGene00006440	tag-63	I
WBGene00006441	cpna-4	IV
WBGene00006442	tag-65	V
WBGene00006443	pak-2	V
WBGene00006444	shn-1	II
WBGene00006445	tag-68	I
WBGene00006446	atx-3	V
WBGene00006447	tag-72	I
WBGene00006448	glod-4	III
WBGene00006449	alg-4	III
WBGene00006450	tag-77	IV
WBGene00006452	heh-1	III
WBGene00006454	aex-4	X
WBGene00006459	tag-89	IV
WBGene00006460	ppm-1.A	V
WBGene00006461	tag-96	I
WBGene00006462	svh-5	X
WBGene00006463	nduf-2.2	III
WBGene00006464	bath-47	II
WBGene00006465	fntb-1	V
WBGene00006466	tag-115	IV
WBGene00006467	magu-2	V
WBGene00006468	rhgf-1	X
WBGene00006470	tag-120	V
WBGene00006471	nhr-233	V
WBGene00006472	tag-123	X
WBGene00006473	tag-124	II
WBGene00006474	wdr-5.1	III
WBGene00006475	tyra-3	X
WBGene00006476	rhgf-2	II
WBGene00006477	chup-1	X
WBGene00006478	tag-131	III
WBGene00006479	tmbi-4	X
WBGene00006481	plrg-1	V
WBGene00006483	dgk-4	IV
WBGene00006484	tag-138	I
WBGene00006486	zipt-16	V
WBGene00006487	zipt-17	IV
WBGene00006488	F56D6.6	IV
WBGene00006489	zhit-3	V
WBGene00006490	kdin-1	IV
WBGene00006491	acl-3	IV
WBGene00006492	let-391	I
WBGene00006493	ivns-1	X
WBGene00006494	zipt-7.2	X
WBGene00006495	cpna-1	II
WBGene00006496	cgef-1	X
WBGene00006497	tag-151	II
WBGene00006498	ten-1	III
WBGene00006499	tag-153	V
WBGene00006503	snx-3	I
WBGene00006504	kcc-1	IV
WBGene00006505	lagr-1	I
WBGene00006508	tns-1	I
WBGene00006509	tag-164	III
WBGene00006510	mtrr-1	II
WBGene00006512	abcf-1	V
WBGene00006513	rimb-1	III
WBGene00006514	tdp-1	II
WBGene00006515	txdc-9	III
WBGene00006516	vps-16	III
WBGene00006517	madd-3	X
WBGene00006518	bckd-1B	I
WBGene00006519	cox-6A	III
WBGene00006520	tag-175	II
WBGene00006522	abcx-1	II
WBGene00006523	tam-1	V
WBGene00006524	tap-1	X
WBGene00006525	tax-2	I
WBGene00006526	tax-4	III
WBGene00006527	tax-6	IV
WBGene00006528	tba-1	I
WBGene00006529	tba-2	I
WBGene00006530	tba-4	II
WBGene00006531	tba-5	I
WBGene00006532	tba-6	I
WBGene00006533	tba-7	III
WBGene00006534	tba-8	X
WBGene00006535	tba-9	X
WBGene00006536	tbb-1	III
WBGene00006537	tbb-2	III
WBGene00006538	tbb-4	X
WBGene00006539	tbb-6	V
WBGene00006540	tbg-1	III
WBGene00006541	tbh-1	X
WBGene00006542	tbp-1	III
WBGene00006543	tbx-2	III
WBGene00006544	tbx-7	III
WBGene00006545	tbx-8	III
WBGene00006546	tbx-9	III
WBGene00006547	tbx-11	III
WBGene00006549	tbx-30	IV
WBGene00006550	tbx-31	X
WBGene00006551	tbx-32	X
WBGene00006552	tbx-33	III
WBGene00006553	tbx-34	III
WBGene00006554	tbx-35	II
WBGene00006555	tbx-36	IV
WBGene00006556	tbx-37	III
WBGene00006557	tbx-38	III
WBGene00006558	tbx-39	IV
WBGene00006559	tbx-40	IV
WBGene00006560	tbx-41	X
WBGene00006561	tcl-2	IV
WBGene00006562	tdc-1	II
WBGene00006563	teg-1	III
WBGene00006565	tfg-1	I
WBGene00006566	tgt-1	IV
WBGene00006567	tgt-2	V
WBGene00006568	thk-1	IV
WBGene00006570	tig-2	V
WBGene00006571	tim-1	III
WBGene00006572	tin-9.1	IV
WBGene00006573	tin-10	III
WBGene00006574	tin-13	I
WBGene00006575	tir-1	III
WBGene00006576	tkr-1	III
WBGene00006577	tlf-1	I
WBGene00006578	tli-1	I
WBGene00006579	tlk-1	III
WBGene00006580	tlp-1	IV
WBGene00006582	tmd-2	V
WBGene00006583	tnc-2	II
WBGene00006584	tni-1	X
WBGene00006585	tni-3	V
WBGene00006586	tni-4	IV
WBGene00006587	tnt-2	X
WBGene00006588	tnt-3	X
WBGene00006589	tnt-4	V
WBGene00006590	toc-1	III
WBGene00006591	toh-1	III
WBGene00006592	dpy-31	III
WBGene00006593	tol-1	I
WBGene00006594	tom-1	I
WBGene00006595	top-1	I
WBGene00006596	top-3	III
WBGene00006597	tor-1	IV
WBGene00006598	tor-2	IV
WBGene00006599	tpa-1	IV
WBGene00006600	tph-1	II
WBGene00006601	tpi-1	II
WBGene00006602	tps-1	X
WBGene00006603	tps-2	II
WBGene00006604	tra-1	III
WBGene00006605	tra-2	II
WBGene00006606	tra-3	IV
WBGene00006607	tre-1	I
WBGene00006608	tre-2	IV
WBGene00006609	tre-3	V
WBGene00006610	tre-4	X
WBGene00006611	tre-5	II
WBGene00006612	trf-1	III
WBGene00006613	trm-1	V
WBGene00006614	trp-1	III
WBGene00006615	trp-2	III
WBGene00006616	trp-4	I
WBGene00006617	tars-1	II
WBGene00006618	trt-1	I
WBGene00006619	try-1	II
WBGene00006620	svh-1	IV
WBGene00006621	try-3	IV
WBGene00006622	try-4	V
WBGene00006623	try-5	V
WBGene00006624	try-6	I
WBGene00006625	try-7	I
WBGene00006626	tsn-1	II
WBGene00006627	tsp-1	III
WBGene00006628	tsp-2	III
WBGene00006629	tsp-3	III
WBGene00006630	tsp-4	IV
WBGene00006631	tsp-5	IV
WBGene00006632	tsp-6	X
WBGene00006633	tsp-7	I
WBGene00006634	tsp-8	X
WBGene00006635	tsp-9	X
WBGene00006636	tsp-10	II
WBGene00006637	tsp-11	X
WBGene00006638	tsp-12	IV
WBGene00006639	tsp-13	V
WBGene00006640	tsp-14	X
WBGene00006641	tsp-15	I
WBGene00006642	tsp-16	X
WBGene00006643	tsp-17	X
WBGene00006644	tsp-18	II
WBGene00006645	tsp-19	I
WBGene00006646	tsp-20	X
WBGene00006647	tsr-1	II
WBGene00006648	ttb-1	V
WBGene00006649	tth-1	X
WBGene00006650	tts-1	X
WBGene00006651	tts-2	II
WBGene00006652	ttx-1	V
WBGene00006654	ttx-3	X
WBGene00006655	tub-1	II
WBGene00006656	twk-1	I
WBGene00006657	twk-2	II
WBGene00006658	twk-3	II
WBGene00006659	twk-4	II
WBGene00006660	twk-5	II
WBGene00006661	twk-6	III
WBGene00006662	twk-7	III
WBGene00006663	twk-8	IV
WBGene00006664	twk-9	IV
WBGene00006665	twk-10	V
WBGene00006666	twk-11	V
WBGene00006667	twk-12	V
WBGene00006668	twk-13	V
WBGene00006669	twk-14	V
WBGene00006670	twk-16	X
WBGene00006671	twk-17	X
WBGene00006672	twk-18	X
WBGene00006673	twk-20	X
WBGene00006674	twk-21	X
WBGene00006675	twk-22	X
WBGene00006676	twk-23	X
WBGene00006677	twk-24	V
WBGene00006678	twk-25	IV
WBGene00006679	twk-26	X
WBGene00006680	twk-28	X
WBGene00006681	twk-29	I
WBGene00006682	twk-30	I
WBGene00006683	twk-31	III
WBGene00006684	twk-32	V
WBGene00006685	twk-33	V
WBGene00006686	twk-34	V
WBGene00006687	twk-35	V
WBGene00006688	twk-36	V
WBGene00006689	twk-37	I
WBGene00006690	twk-39	III
WBGene00006691	twk-40	III
WBGene00006692	twk-42	V
WBGene00006693	twk-43	V
WBGene00006694	twk-44	X
WBGene00006695	twk-45	III
WBGene00006696	twk-46	V
WBGene00006697	uaf-1	III
WBGene00006698	uaf-2	IV
WBGene00006699	uba-1	IV
WBGene00006700	uba-2	I
WBGene00006701	ubc-1	IV
WBGene00006702	ubc-3	I
WBGene00006703	ubc-6	II
WBGene00006704	ubc-7	III
WBGene00006705	ubc-8	IV
WBGene00006706	ubc-9	IV
WBGene00006707	ubc-12	I
WBGene00006708	ubc-13	IV
WBGene00006709	ubc-14	I
WBGene00006710	ubc-15	II
WBGene00006711	ubc-16	I
WBGene00006712	ubc-17	X
WBGene00006713	ubc-18	III
WBGene00006714	ubc-19	V
WBGene00006715	ubc-20	III
WBGene00006716	ubc-21	X
WBGene00006717	ubc-22	X
WBGene00006718	ubc-23	X
WBGene00006719	ubc-24	II
WBGene00006720	ubc-25	I
WBGene00006721	ubh-1	V
WBGene00006722	ubh-2	V
WBGene00006723	ubh-3	V
WBGene00006724	ubh-4	II
WBGene00006725	ubl-1	III
WBGene00006726	ubl-5	I
WBGene00006727	ubq-1	III
WBGene00006728	ubq-2	III
WBGene00006729	ucp-4	V
WBGene00006730	uev-1	I
WBGene00006731	uev-2	III
WBGene00006732	uev-3	I
WBGene00006733	ufd-1	IV
WBGene00006734	ufd-2	II
WBGene00006735	ula-1	III
WBGene00006736	ulp-1	III
WBGene00006737	ulp-2	II
WBGene00006738	ulp-3	IV
WBGene00006739	ulp-4	II
WBGene00006740	ulp-5	I
WBGene00006741	unc-1	X
WBGene00006742	unc-2	X
WBGene00006743	unc-3	X
WBGene00006744	unc-4	II
WBGene00006745	unc-5	IV
WBGene00006746	unc-6	X
WBGene00006747	unc-7	X
WBGene00006748	unc-8	IV
WBGene00006749	unc-9	X
WBGene00006750	unc-10	X
WBGene00006751	unc-11	I
WBGene00006752	unc-13	I
WBGene00006753	unc-14	I
WBGene00006754	unc-15	I
WBGene00006755	unc-16	III
WBGene00006756	unc-17	IV
WBGene00006757	unc-18	X
WBGene00006759	unc-22	IV
WBGene00006760	unc-23	V
WBGene00006761	unc-24	IV
WBGene00006762	unc-25	III
WBGene00006763	unc-26	IV
WBGene00006764	unc-27	X
WBGene00006765	unc-29	I
WBGene00006766	unc-30	IV
WBGene00006767	unc-31	IV
WBGene00006768	unc-32	III
WBGene00006769	unc-33	IV
WBGene00006770	unc-34	V
WBGene00006771	tln-1	I
WBGene00006772	unc-36	III
WBGene00006773	unc-37	I
WBGene00006774	unc-38	I
WBGene00006775	unc-39	V
WBGene00006776	unc-40	I
WBGene00006777	unc-41	V
WBGene00006778	unc-42	V
WBGene00006779	unc-43	IV
WBGene00006780	unc-44	IV
WBGene00006781	unc-45	III
WBGene00006782	unc-46	V
WBGene00006783	unc-47	III
WBGene00006784	unc-49	III
WBGene00006785	unc-50	III
WBGene00006786	unc-51	V
WBGene00006787	unc-52	II
WBGene00006788	unc-53	II
WBGene00006789	unc-54	I
WBGene00006790	unc-55	I
WBGene00006791	unc-57	I
WBGene00006792	unc-58	X
WBGene00006793	unc-59	I
WBGene00006794	unc-60	V
WBGene00006795	unc-61	V
WBGene00006796	unc-62	V
WBGene00006797	unc-63	I
WBGene00006798	unc-64	III
WBGene00006801	unc-68	V
WBGene00006802	unc-69	III
WBGene00006803	unc-70	V
WBGene00006804	unc-71	III
WBGene00006805	unc-73	I
WBGene00006807	unc-75	I
WBGene00006808	unc-76	V
WBGene00006809	unc-77	IV
WBGene00006810	unc-78	X
WBGene00006811	unc-79	III
WBGene00006812	unc-80	V
WBGene00006814	unc-82	IV
WBGene00006815	unc-83	V
WBGene00006816	unc-84	X
WBGene00006817	unc-85	II
WBGene00006818	unc-86	III
WBGene00006819	unc-87	I
WBGene00006820	unc-89	I
WBGene00006822	unc-93	III
WBGene00006823	unc-94	I
WBGene00006824	unc-95	I
WBGene00006825	unc-96	X
WBGene00006826	unc-97	X
WBGene00006827	unc-98	X
WBGene00006829	unc-101	I
WBGene00006830	unc-103	III
WBGene00006831	unc-104	II
WBGene00006832	unc-105	II
WBGene00006833	unc-108	I
WBGene00006836	unc-112	V
WBGene00006839	unc-115	X
WBGene00006840	unc-116	III
WBGene00006843	unc-119	III
WBGene00006844	unc-120	I
WBGene00006845	unc-122	I
WBGene00006852	unc-129	IV
WBGene00006853	unc-130	II
WBGene00006856	usp-14	II
WBGene00006861	cal-5	X
WBGene00006862	pnk-4	X
WBGene00006863	gyg-1	X
WBGene00006864	npr-16	X
WBGene00006865	slcf-2	X
WBGene00006868	vab-1	II
